denovo	outgroup	neighbor_sp	qcov	qcov_orf
PCHKGBCN_01343_gene_mRNA	last	GCA_024022995@Thermococcus_aggregans_TY	97	63.49206349206349
PCHKGBCN_01343_gene_mRNA	last	GCA_020386975@Thermococcus_bergensis_T7324	95	77.77777777777779
PCHKGBCN_01343_gene_mRNA	last	GCA_902813195@Thermococcus_sp_2319x1_Essen	100	63.49206349206349
PCHKGBCN_01343_gene_mRNA	last	GCA_001484685@Thermococcus_sp_2319x1	100	63.49206349206349
PCHKGBCN_01343_gene_mRNA	last	Thermococcus_alcaliphilus_DSM_10322	60	61.904761904761905
PCHKGBCN_01343_gene_mRNA	last	GCA_000246985@Thermococcus_litoralis_DSM_5473	60	61.904761904761905
PCHKGBCN_01343_gene_mRNA	before_last	Thermococcus_atlanticus_DSM_15226	57	55.55555555555556
HGJLAOHP_00498_gene_mRNA	last	GCA_000151205@Thermococcus_sp_AM4	100	55.55555555555556
HGJLAOHP_00498_gene_mRNA	before_last	Thermococcus_sp_unknown	100	55.55555555555556
HGJLAOHP_00695_gene_mRNA	last	Thermococcus_marinus_DSM_15227	58	54.83870967741935
HGJLAOHP_00695_gene_mRNA	last	GCA_000769655@Thermococcus_eurythermalis_A501	58	54.83870967741935
HGJLAOHP_00695_gene_mRNA	before_last	Thermococcus_sp_AMTc79	58	54.83870967741935
HGJLAOHP_00695_gene_mRNA	before_last	Thermococcus_sp_9_3	58	54.83870967741935
HGJLAOHP_00695_gene_mRNA	before_last	GCA_000585495@Thermococcus_nautili_30_1	58	54.83870967741935
HGJLAOHP_00695_gene_mRNA	before_last	Thermococcus_sp_AMTc94	58	54.83870967741935
HGJLAOHP_00695_gene_mRNA	before_last	Thermococcus_sp_33_3	58	54.83870967741935
HGJLAOHP_00695_gene_mRNA	before_last	Thermococcus_sp_E15p33	58	54.83870967741935
HGJLAOHP_00695_gene_mRNA	before_last	Thermococcus_E15P35	58	54.83870967741935
HGJLAOHP_00695_gene_mRNA	before_last	Thermococcus_29_3	58	54.83870967741935
HGJLAOHP_00695_gene_mRNA	before_last	Thermococcus_sp_E10P8	58	54.83870967741935
HGJLAOHP_00695_gene_mRNA	before_last	Thermococcus_sp_E10P11	58	54.83870967741935
OBEJPNEJ_01353_gene_mRNA	last	Thermococcus_barophilus_DT4	93	88.88888888888889
OBEJPNEJ_01353_gene_mRNA	last	GCA_000517445@Thermococcus_paralvinellae_ES1	93	88.88888888888889
OBEJPNEJ_01353_gene_mRNA	last	Thermococcus_sp_CIR_10a	93	88.88888888888889
OBEJPNEJ_01353_gene_mRNA	last	Thermococcus_barophilus_423_3_23	82	77.77777777777779
OBEJPNEJ_01353_gene_mRNA	last	GCA_035621495@Thermococcus_sp_SY098	93	88.88888888888889
OBEJPNEJ_01353_gene_mRNA	last	Thermococcus_barophilus_CH1	82	77.77777777777779
OBEJPNEJ_01353_gene_mRNA	last	GCA_001433455@Thermococcus_barophilus_CH5	82	77.77777777777779
OBEJPNEJ_01353_gene_mRNA	last	GCA_000151105@Thermococcus_barophilus_MP	82	77.77777777777779
OBEJPNEJ_01353_gene_mRNA	last	GCA_023746595@Thermococcus_argininiproducens_IOH2	87	66.66666666666666
OBEJPNEJ_01353_gene_mRNA	last	Thermococcus_aggregans_DSM_12819	100	95.55555555555556
OBEJPNEJ_01353_gene_mRNA	last	GCA_024022995@Thermococcus_aggregans_TY	100	95.55555555555556
OBEJPNEJ_01353_gene_mRNA	last	GCA_020386975@Thermococcus_bergensis_T7324	89	84.44444444444444
OBEJPNEJ_01353_gene_mRNA	last	Thermococcus_aegaeus_DSM_12767	89	84.44444444444444
OBEJPNEJ_01353_gene_mRNA	last	GCA_902813195@Thermococcus_sp_2319x1_Essen	100	95.55555555555556
OBEJPNEJ_01353_gene_mRNA	last	GCA_001484685@Thermococcus_sp_2319x1	100	95.55555555555556
OBEJPNEJ_01353_gene_mRNA	last	Thermococcus_alcaliphilus_DSM_10322	100	95.55555555555556
OBEJPNEJ_01353_gene_mRNA	last	GCA_000246985@Thermococcus_litoralis_DSM_5473	89	84.44444444444444
OBEJPNEJ_01353_gene_mRNA	before_last	Thermococcus_sp_IRI_33c	80	44.44444444444444
OBEJPNEJ_01353_gene_mRNA	before_last	Thermococcus_sp_DS1	80	44.44444444444444
OBEJPNEJ_01353_gene_mRNA	before_last	Thermococcus_coalescens_TS1	80	44.44444444444444
OBEJPNEJ_01353_gene_mRNA	before_last	GCA_024707485@Thermococcus_sp_813A4	80	44.44444444444444
OBEJPNEJ_01353_gene_mRNA	before_last	Thermococcus_sp_IRI_05c	80	44.44444444444444
OBEJPNEJ_01353_gene_mRNA	before_last	GCA_002214545@Thermococcus_thioreducens_OGL_20P	80	44.44444444444444
OBEJPNEJ_01353_gene_mRNA	before_last	Thermococcus_sp_CIR_03a	80	31.11111111111111
OBEJPNEJ_01353_gene_mRNA	before_last	GCA_006274605@Thermococcus_indicus_IOH1	82	44.44444444444444
OBEJPNEJ_01353_gene_mRNA	before_last	GCA_000221185@Thermococcus_sp_4557	84	80.0
OBEJPNEJ_01353_gene_mRNA	before_last	Thermococcus_sp_AMTc72	84	80.0
OBEJPNEJ_01353_gene_mRNA	before_last	Thermococcus_sp_AMTc71	84	80.0
OBEJPNEJ_01353_gene_mRNA	before_last	GCA_904067545@Thermococcus_camini_IRI35c	84	80.0
OBEJPNEJ_01353_gene_mRNA	before_last	Thermococcus_sp_IRI27c2	84	80.0
OBEJPNEJ_01353_gene_mRNA	before_last	Thermococcus_sp_IRI29c	84	80.0
OBEJPNEJ_01353_gene_mRNA	before_last	Thermococcus_sp_IRI24c	84	80.0
OBEJPNEJ_01353_gene_mRNA	before_last	Thermococcus_sp_IRI25c	84	80.0
OBEJPNEJ_01353_gene_mRNA	before_last	Thermococcus_sp_IRI10c	84	80.0
OBEJPNEJ_01353_gene_mRNA	before_last	Thermococcus_sp_IRI14c	84	80.0
OBEJPNEJ_01353_gene_mRNA	before_last	Thermococcus_IRI15c	84	80.0
OBEJPNEJ_01353_gene_mRNA	before_last	Thermococcus_IRI_06c	82	44.44444444444444
OBEJPNEJ_01353_gene_mRNA	before_last	GCA_000265525@Thermococcus_cleftensis_CL1	82	44.44444444444444
OBEJPNEJ_01353_gene_mRNA	before_last	GCA_002214505@Thermococcus_siculi_RG_20	80	44.44444444444444
OBEJPNEJ_01353_gene_mRNA	before_last	GCA_002214485@Thermococcus_pacificus_P4	80	44.44444444444444
OBEJPNEJ_01353_gene_mRNA	before_last	Thermococcus_prieuri_Col3	98	86.66666666666667
OBEJPNEJ_01353_gene_mRNA	before_last	Thermococcus_15_2	98	86.66666666666667
OBEJPNEJ_01353_gene_mRNA	before_last	Thermococcus_fumicolans_ST557	82	44.44444444444444
KLPMFDKH_00305_gene_mRNA	last	GCA_035621495@Thermococcus_sp_SY098	100	96.72131147540983
KLPMFDKH_00305_gene_mRNA	last	Thermococcus_barophilus_CH1	100	60.65573770491803
KLPMFDKH_00305_gene_mRNA	last	GCA_001433455@Thermococcus_barophilus_CH5	98	59.01639344262295
KLPMFDKH_00305_gene_mRNA	last	GCA_000151105@Thermococcus_barophilus_MP	100	60.65573770491803
KLPMFDKH_00305_gene_mRNA	before_last	Thermococcus_sp_CIR_10a	100	96.72131147540983
KLPMFDKH_00748_gene_mRNA	last	Thermococcus_atlanticus_DSM_15226	72	43.58974358974359
KLPMFDKH_00748_gene_mRNA	before_last	GCA_000022545@Thermococcus_sibiricus_MM_739	97	66.66666666666666
KLPMFDKH_00748_gene_mRNA	before_last	Thermococcus_aggregans_DSM_12819	100	69.23076923076923
KLPMFDKH_00748_gene_mRNA	before_last	GCA_024022995@Thermococcus_aggregans_TY	100	69.23076923076923
KLPMFDKH_00748_gene_mRNA	before_last	Thermococcus_aegaeus_DSM_12767	100	69.23076923076923
KLPMFDKH_00748_gene_mRNA	before_last	Thermococcus_alcaliphilus_DSM_10322	100	69.23076923076923
KLPMFDKH_00748_gene_mRNA	before_last	GCA_000246985@Thermococcus_litoralis_DSM_5473	100	69.23076923076923
KLPMFDKH_01943_gene_mRNA	last	GCA_002214565@Thermococcus_radiotolerans_EJ2	83	78.04878048780488
KLPMFDKH_01943_gene_mRNA	last	GCA_002197185@Thermococcus_sp_5_4	83	78.04878048780488
KLPMFDKH_01943_gene_mRNA	last	Thermococcus_sp_23_4	83	78.04878048780488
KLPMFDKH_01943_gene_mRNA	last	Thermococcus_23_2	83	78.04878048780488
KLPMFDKH_01943_gene_mRNA	last	Thermococcus_sp_AMTc72	73	68.29268292682927
KLPMFDKH_01943_gene_mRNA	last	Thermococcus_sp_AMTc71	73	68.29268292682927
KLPMFDKH_01943_gene_mRNA	last	Thermococcus_prieuri_Col3	80	73.17073170731707
KLPMFDKH_01943_gene_mRNA	last	Thermococcus_15_2	80	73.17073170731707
KLPMFDKH_01943_gene_mRNA	last	Thermococcus_marinus_DSM_15227	90	82.92682926829268
KLPMFDKH_01943_gene_mRNA	last	GCA_000769655@Thermococcus_eurythermalis_A501	90	82.92682926829268
KLPMFDKH_01943_gene_mRNA	before_last	Thermococcus_barophilus_DT4	80	58.536585365853654
FOFBPMIL_00102_gene_mRNA	last	Thermococcus_barophilus_DT4	98	94.11764705882352
FOFBPMIL_00102_gene_mRNA	last	GCA_000517445@Thermococcus_paralvinellae_ES1	98	94.11764705882352
FOFBPMIL_00102_gene_mRNA	before_last	Thermococcus_sp_CIR_10a	100	96.07843137254902
FOFBPMIL_00102_gene_mRNA	before_last	Thermococcus_barophilus_423_3_23	100	96.07843137254902
FOFBPMIL_01481_gene_mRNA	last	Thermococcus_barophilus_DT4	79	71.42857142857143
FOFBPMIL_01481_gene_mRNA	before_last	Thermococcus_sp_CIR_10a	96	89.28571428571429
FOFBPMIL_01481_gene_mRNA	before_last	Thermococcus_barophilus_423_3_23	89	82.14285714285714
FOFBPMIL_01636_gene_mRNA	last	Thermococcus_barophilus_DT4	100	95.55555555555556
FOFBPMIL_01636_gene_mRNA	last	GCA_000517445@Thermococcus_paralvinellae_ES1	100	95.55555555555556
FOFBPMIL_01636_gene_mRNA	before_last	Thermococcus_sp_CIR_10a	100	95.55555555555556
FOFBPMIL_01636_gene_mRNA	before_last	Thermococcus_barophilus_423_3_23	100	95.55555555555556
FOFBPMIL_01738_gene_mRNA	last	GCA_000007305@Pyrococcus_furiosus_DSM_3638	99	89.70588235294117
FOFBPMIL_01738_gene_mRNA	last	GCA_008245085@Pyrococcus_furiosus_DSM_3638_Reg	99	89.70588235294117
FOFBPMIL_01738_gene_mRNA	last	GCA_000275605@Pyrococcus_furiosus_COM1	99	89.70588235294117
FOFBPMIL_01738_gene_mRNA	last	GCA_000211475@Pyrococcus_sp_NA2	88	80.88235294117648
FOFBPMIL_01738_gene_mRNA	before_last	GCA_000246985@Thermococcus_litoralis_DSM_5473	99	89.70588235294117
AFABOCMA_00991_gene_mRNA	last	Thermococcus_barophilus_DT4	94	66.66666666666666
AFABOCMA_00991_gene_mRNA	last	GCA_000517445@Thermococcus_paralvinellae_ES1	93	66.66666666666666
AFABOCMA_00991_gene_mRNA	last	Thermococcus_sp_CIR_10a	94	66.66666666666666
AFABOCMA_00991_gene_mRNA	last	Thermococcus_barophilus_423_3_23	93	66.66666666666666
AFABOCMA_00991_gene_mRNA	last	GCA_035621495@Thermococcus_sp_SY098	94	55.952380952380956
AFABOCMA_00991_gene_mRNA	last	Thermococcus_barophilus_CH1	94	66.66666666666666
AFABOCMA_00991_gene_mRNA	last	GCA_001433455@Thermococcus_barophilus_CH5	94	66.66666666666666
AFABOCMA_00991_gene_mRNA	last	GCA_000151105@Thermococcus_barophilus_MP	94	66.66666666666666
AFABOCMA_00991_gene_mRNA	last	GCA_023746595@Thermococcus_argininiproducens_IOH2	73	46.42857142857143
AFABOCMA_00991_gene_mRNA	last	GCA_000022545@Thermococcus_sibiricus_MM_739	96	46.42857142857143
AFABOCMA_00991_gene_mRNA	last	Thermococcus_aggregans_DSM_12819	69	48.80952380952381
AFABOCMA_00991_gene_mRNA	last	GCA_024022995@Thermococcus_aggregans_TY	69	48.80952380952381
AFABOCMA_00991_gene_mRNA	last	GCA_020386975@Thermococcus_bergensis_T7324	100	64.28571428571429
AFABOCMA_00991_gene_mRNA	last	Thermococcus_aegaeus_DSM_12767	73	39.285714285714285
AFABOCMA_00991_gene_mRNA	last	GCA_902813195@Thermococcus_sp_2319x1_Essen	73	39.285714285714285
AFABOCMA_00991_gene_mRNA	last	GCA_001484685@Thermococcus_sp_2319x1	73	39.285714285714285
AFABOCMA_00991_gene_mRNA	last	Thermococcus_alcaliphilus_DSM_10322	73	39.285714285714285
AFABOCMA_00991_gene_mRNA	last	GCA_000246985@Thermococcus_litoralis_DSM_5473	73	39.285714285714285
AFABOCMA_00991_gene_mRNA	before_last	Palaeococcus_helgesoni_DSM_15127	87	67.85714285714286
AFABOCMA_00991_gene_mRNA	before_last	GCA_000725425@Palaeococcus_pacificus_DY20341	90	79.76190476190477
AFABOCMA_01508_gene_mRNA	last	Thermococcus_sp_IRI27c2	94	65.625
AFABOCMA_01508_gene_mRNA	last	Thermococcus_sp_IRI29c	94	65.625
AFABOCMA_01508_gene_mRNA	last	Thermococcus_sp_IRI24c	94	65.625
AFABOCMA_01508_gene_mRNA	last	GCA_002214505@Thermococcus_siculi_RG_20	100	93.75
AFABOCMA_01508_gene_mRNA	last	GCA_000816105@Thermococcus_guaymasensis_DSM_11113	88	81.25
AFABOCMA_01508_gene_mRNA	before_last	Thermococcus_31_3	97	90.625
AFABOCMA_02009_gene_mRNA	last	GCA_002214505@Thermococcus_siculi_RG_20	76	59.64912280701754
AFABOCMA_02009_gene_mRNA	before_last	Thermococcus_sp_CIR_03a	95	39.473684210526315
PDKJIDNC_00106_gene_mRNA	last	Thermococcus_31_3	100	96.07843137254902
PDKJIDNC_00106_gene_mRNA	last	Thermococcus_AMTc11	86	82.35294117647058
PDKJIDNC_00106_gene_mRNA	before_last	GCA_008152015@Thermococcus_aciditolerans_SY113	100	96.07843137254902
PDKJIDNC_00363_gene_mRNA	last	Thermococcus_sp_TPV	50	24.285714285714285
PDKJIDNC_00363_gene_mRNA	last	GCA_900198835@Thermococcus_henrietii_EXT12c	99	31.428571428571427
PDKJIDNC_00363_gene_mRNA	last	Thermococcus_sp_unknown	50	31.428571428571427
PDKJIDNC_00363_gene_mRNA	last	Thermococcus_AMTc51	99	31.428571428571427
PDKJIDNC_00363_gene_mRNA	last	Thermococcus_sp_EXT09c	99	30.0
PDKJIDNC_00363_gene_mRNA	last	Thermococcus_EXT11c	99	30.0
PDKJIDNC_00363_gene_mRNA	last	Thermococcus_AMTc85	99	31.428571428571427
PDKJIDNC_00363_gene_mRNA	last	Thermococcus_AMTc30	99	31.428571428571427
PDKJIDNC_00363_gene_mRNA	before_last	Thermococcus_sp_26_2	79	64.28571428571429
PDKJIDNC_00363_gene_mRNA	before_last	Thermococcus_sp_AMTc102	77	62.857142857142854
PDKJIDNC_00363_gene_mRNA	before_last	Thermococcus_sp_AMTc09	77	62.857142857142854
OKCMFDEG_00691_gene_mRNA	last	GCA_002214545@Thermococcus_thioreducens_OGL_20P	71	55.172413793103445
OKCMFDEG_00691_gene_mRNA	before_last	GCA_006274605@Thermococcus_indicus_IOH1	71	31.03448275862069
OKCMFDEG_00691_gene_mRNA	before_last	Thermococcus_sp_AMTc72	78	62.06896551724138
OKCMFDEG_00691_gene_mRNA	before_last	Thermococcus_sp_AMTc71	78	62.06896551724138
NDGJDIIF_00111_gene_mRNA	last	Thermococcus_barophilus_DT4	96	92.85714285714286
NDGJDIIF_00111_gene_mRNA	last	GCA_000517445@Thermococcus_paralvinellae_ES1	96	92.85714285714286
NDGJDIIF_00111_gene_mRNA	last	GCA_035621495@Thermococcus_sp_SY098	96	92.85714285714286
NDGJDIIF_00111_gene_mRNA	last	Thermococcus_barophilus_CH1	96	92.85714285714286
NDGJDIIF_00111_gene_mRNA	last	GCA_001433455@Thermococcus_barophilus_CH5	96	92.85714285714286
NDGJDIIF_00111_gene_mRNA	last	GCA_000151105@Thermococcus_barophilus_MP	96	92.85714285714286
NDGJDIIF_00111_gene_mRNA	before_last	Thermococcus_atlanticus_DSM_15226	55	51.78571428571429
LFPLOHAD_00052_gene_mRNA	last	GCA_000018365@Thermococcus_onnurineus_NA1	100	92.0
LFPLOHAD_00052_gene_mRNA	before_last	Thermococcus_31_3	62	60.0
LFPLOHAD_00052_gene_mRNA	before_last	GCA_002214525@Thermococcus_sp_P6	84	54.0
LFPLOHAD_00052_gene_mRNA	before_last	GCA_002214365@Thermococcus_celer_Vu_13	62	30.0
LFPLOHAD_00052_gene_mRNA	before_last	Thermococcus_sp_IRI_33c	70	60.0
LFPLOHAD_00052_gene_mRNA	before_last	Thermococcus_sp_DS1	70	60.0
LFPLOHAD_00052_gene_mRNA	before_last	Thermococcus_coalescens_TS1	68	64.0
LFPLOHAD_00052_gene_mRNA	before_last	GCA_024707485@Thermococcus_sp_813A4	60	56.00000000000001
LFPLOHAD_00052_gene_mRNA	before_last	Thermococcus_sp_IRI_05c	68	64.0
LFPLOHAD_00052_gene_mRNA	before_last	GCA_002214545@Thermococcus_thioreducens_OGL_20P	60	56.00000000000001
LFPLOHAD_00052_gene_mRNA	before_last	GCA_002214465@Thermococcus_barossii_SHCK_94	60	56.00000000000001
LFPLOHAD_00052_gene_mRNA	before_last	Thermococcus_AMTc11	54	50.0
LFPLOHAD_00052_gene_mRNA	before_last	Thermococcus_sp_CIR_03a	62	57.99999999999999
LFPLOHAD_00052_gene_mRNA	before_last	GCA_002214565@Thermococcus_radiotolerans_EJ2	88	74.0
LFPLOHAD_00052_gene_mRNA	before_last	GCA_002197185@Thermococcus_sp_5_4	88	74.0
LFPLOHAD_00052_gene_mRNA	before_last	Thermococcus_sp_23_4	88	74.0
LFPLOHAD_00052_gene_mRNA	before_last	Thermococcus_23_2	88	74.0
IONHLECP_01350_gene_mRNA	last	Thermococcus_31_3	92	88.0
IONHLECP_01350_gene_mRNA	last	GCA_024707485@Thermococcus_sp_813A4	72	68.0
IONHLECP_01350_gene_mRNA	last	GCA_002214465@Thermococcus_barossii_SHCK_94	74	70.0
IONHLECP_01350_gene_mRNA	last	Thermococcus_AMTc11	76	72.0
IONHLECP_01350_gene_mRNA	last	Thermococcus_sp_CIR_03a	50	46.0
IONHLECP_01350_gene_mRNA	last	GCA_002214565@Thermococcus_radiotolerans_EJ2	76	72.0
IONHLECP_01350_gene_mRNA	last	GCA_002197185@Thermococcus_sp_5_4	76	72.0
IONHLECP_01350_gene_mRNA	last	Thermococcus_sp_23_4	76	72.0
IONHLECP_01350_gene_mRNA	last	Thermococcus_23_2	76	72.0
IONHLECP_01350_gene_mRNA	before_last	GCA_008152015@Thermococcus_aciditolerans_SY113	76	72.0
IONHLECP_01767_gene_mRNA	last	GCA_000265525@Thermococcus_cleftensis_CL1	64	55.55555555555556
IONHLECP_01767_gene_mRNA	before_last	Thermococcus_sp_TPV	62	53.333333333333336
IONHLECP_01767_gene_mRNA	before_last	GCA_900198835@Thermococcus_henrietii_EXT12c	62	53.333333333333336
IONHLECP_01767_gene_mRNA	before_last	Thermococcus_sp_EXT09c	62	53.333333333333336
IONHLECP_01767_gene_mRNA	before_last	Thermococcus_EXT11c	62	53.333333333333336
IONHLECP_01767_gene_mRNA	before_last	Thermococcus_sp_26_2	64	53.333333333333336
IONHLECP_01767_gene_mRNA	before_last	Thermococcus_sp_AMTc102	64	53.333333333333336
IONHLECP_01767_gene_mRNA	before_last	Thermococcus_sp_AMTc09	64	53.333333333333336
IONHLECP_01767_gene_mRNA	before_last	Thermococcus_sp_E10P8	62	53.333333333333336
IONHLECP_01767_gene_mRNA	before_last	Thermococcus_sp_E10P11	62	53.333333333333336
IONHLECP_02284_gene_mRNA	last	Thermococcus_sp_IRI_33c	63	60.317460317460316
IONHLECP_02284_gene_mRNA	before_last	Thermococcus_prieuri_Col3	95	92.06349206349206
DIIPPFNO_01130_gene_mRNA	last	GCA_000769655@Thermococcus_eurythermalis_A501	100	38.75
DIIPPFNO_01130_gene_mRNA	before_last	Thermococcus_31_3	66	31.874999999999996
EEHIGLKK_00126_gene_mRNA	last	Thermococcus_sp_IRI_05c	91	84.48275862068965
EEHIGLKK_00126_gene_mRNA	last	Thermococcus_AMTc11	79	75.86206896551724
EEHIGLKK_00126_gene_mRNA	before_last	Thermococcus_sp_AMTc79	84	81.03448275862068
EEHIGLKK_01721_gene_mRNA	last	Thermococcus_sp_TPV	50	24.285714285714285
EEHIGLKK_01721_gene_mRNA	last	GCA_900198835@Thermococcus_henrietii_EXT12c	50	24.285714285714285
EEHIGLKK_01721_gene_mRNA	last	Thermococcus_sp_unknown	50	31.428571428571427
EEHIGLKK_01721_gene_mRNA	last	Thermococcus_AMTc51	50	24.285714285714285
EEHIGLKK_01721_gene_mRNA	last	Thermococcus_sp_EXT09c	99	30.0
EEHIGLKK_01721_gene_mRNA	last	Thermococcus_EXT11c	99	30.0
EEHIGLKK_01721_gene_mRNA	last	Thermococcus_AMTc85	99	31.428571428571427
EEHIGLKK_01721_gene_mRNA	last	Thermococcus_AMTc30	50	24.285714285714285
EEHIGLKK_01721_gene_mRNA	before_last	Thermococcus_sp_26_2	79	64.28571428571429
EEHIGLKK_01721_gene_mRNA	before_last	Thermococcus_sp_AMTc102	77	62.857142857142854
EEHIGLKK_01721_gene_mRNA	before_last	Thermococcus_sp_AMTc09	77	62.857142857142854
JNEHKGLE_01179_gene_mRNA	last	Thermococcus_sp_TPV	50	24.285714285714285
JNEHKGLE_01179_gene_mRNA	last	GCA_900198835@Thermococcus_henrietii_EXT12c	99	31.428571428571427
JNEHKGLE_01179_gene_mRNA	last	Thermococcus_sp_unknown	50	31.428571428571427
JNEHKGLE_01179_gene_mRNA	last	Thermococcus_AMTc51	99	31.428571428571427
JNEHKGLE_01179_gene_mRNA	last	Thermococcus_sp_EXT09c	99	30.0
JNEHKGLE_01179_gene_mRNA	last	Thermococcus_EXT11c	99	30.0
JNEHKGLE_01179_gene_mRNA	last	Thermococcus_AMTc85	99	31.428571428571427
JNEHKGLE_01179_gene_mRNA	last	Thermococcus_AMTc30	99	31.428571428571427
JNEHKGLE_01179_gene_mRNA	before_last	Thermococcus_sp_26_2	79	64.28571428571429
JNEHKGLE_01179_gene_mRNA	before_last	Thermococcus_sp_AMTc102	77	62.857142857142854
JNEHKGLE_01179_gene_mRNA	before_last	Thermococcus_sp_AMTc09	77	62.857142857142854
JNEHKGLE_01192_gene_mRNA	last	GCA_008152015@Thermococcus_aciditolerans_SY113	62	38.333333333333336
JNEHKGLE_01192_gene_mRNA	before_last	Thermococcus_sp_TPV	62	60.0
JNEHKGLE_01192_gene_mRNA	before_last	GCA_900198835@Thermococcus_henrietii_EXT12c	100	67.5
JNEHKGLE_01192_gene_mRNA	before_last	Thermococcus_sp_unknown	98	67.5
JNEHKGLE_01192_gene_mRNA	before_last	Thermococcus_AMTc51	100	67.5
JNEHKGLE_01192_gene_mRNA	before_last	Thermococcus_sp_EXT09c	100	98.33333333333333
JNEHKGLE_01192_gene_mRNA	before_last	Thermococcus_EXT11c	100	67.5
JNEHKGLE_01192_gene_mRNA	before_last	Thermococcus_AMTc85	100	67.5
JNEHKGLE_01192_gene_mRNA	before_last	Thermococcus_AMTc30	100	67.5
JNEHKGLE_01769_gene_mRNA	last	Thermococcus_EXT11c	100	97.01492537313433
JNEHKGLE_01769_gene_mRNA	before_last	Thermococcus_29_3	100	97.01492537313433
PHBODLGA_00461_gene_mRNA	last	GCA_000215995@Pyrococcus_yayanosii_CH1	76	66.66666666666666
PHBODLGA_00461_gene_mRNA	before_last	Thermococcus_31_3	76	69.04761904761905
PHBODLGA_00461_gene_mRNA	before_last	Thermococcus_sp_IRI_33c	90	85.71428571428571
PHBODLGA_00461_gene_mRNA	before_last	Thermococcus_sp_DS1	90	85.71428571428571
PHBODLGA_00461_gene_mRNA	before_last	GCA_024707485@Thermococcus_sp_813A4	93	69.04761904761905
PHBODLGA_00461_gene_mRNA	before_last	Thermococcus_sp_IRI_05c	76	52.38095238095239
PHBODLGA_00461_gene_mRNA	before_last	Thermococcus_AMTc11	76	71.42857142857143
PHBODLGA_00461_gene_mRNA	before_last	Thermococcus_sp_CIR_03a	90	66.66666666666666
NJBILLPB_00461_gene_mRNA	last	GCA_000215995@Pyrococcus_yayanosii_CH1	76	66.66666666666666
NJBILLPB_00461_gene_mRNA	before_last	Thermococcus_31_3	76	69.04761904761905
NJBILLPB_00461_gene_mRNA	before_last	Thermococcus_sp_IRI_33c	90	85.71428571428571
NJBILLPB_00461_gene_mRNA	before_last	Thermococcus_sp_DS1	90	85.71428571428571
NJBILLPB_00461_gene_mRNA	before_last	GCA_024707485@Thermococcus_sp_813A4	93	69.04761904761905
NJBILLPB_00461_gene_mRNA	before_last	Thermococcus_sp_IRI_05c	76	52.38095238095239
NJBILLPB_00461_gene_mRNA	before_last	Thermococcus_AMTc11	76	71.42857142857143
NJBILLPB_00461_gene_mRNA	before_last	Thermococcus_sp_CIR_03a	90	66.66666666666666
EFDKJKPG_00294_gene_mRNA	last	Thermococcus_IRI_06c	94	40.0
EFDKJKPG_00294_gene_mRNA	before_last	Thermococcus_AMTc51	69	68.2051282051282
EFDKJKPG_01864_gene_mRNA	last	Thermococcus_sp_TPV	50	24.285714285714285
EFDKJKPG_01864_gene_mRNA	last	GCA_900198835@Thermococcus_henrietii_EXT12c	99	31.428571428571427
EFDKJKPG_01864_gene_mRNA	last	Thermococcus_sp_unknown	50	31.428571428571427
EFDKJKPG_01864_gene_mRNA	last	Thermococcus_AMTc51	99	31.428571428571427
EFDKJKPG_01864_gene_mRNA	last	Thermococcus_sp_EXT09c	99	30.0
EFDKJKPG_01864_gene_mRNA	last	Thermococcus_EXT11c	99	30.0
EFDKJKPG_01864_gene_mRNA	last	Thermococcus_AMTc85	99	31.428571428571427
EFDKJKPG_01864_gene_mRNA	last	Thermococcus_AMTc30	99	31.428571428571427
EFDKJKPG_01864_gene_mRNA	before_last	Thermococcus_sp_26_2	79	64.28571428571429
EFDKJKPG_01864_gene_mRNA	before_last	Thermococcus_sp_AMTc102	77	62.857142857142854
EFDKJKPG_01864_gene_mRNA	before_last	Thermococcus_sp_AMTc09	77	62.857142857142854
EFDKJKPG_02040_gene_mRNA	last	GCA_000221185@Thermococcus_sp_4557	54	50.0
EFDKJKPG_02040_gene_mRNA	before_last	Thermococcus_prieuri_Col3	58	53.84615384615385
CJOMCJEF_01588_gene_mRNA	last	Thermococcus_EXT11c	100	97.01492537313433
CJOMCJEF_01588_gene_mRNA	before_last	Thermococcus_29_3	100	97.01492537313433
CJOMCJEF_02177_gene_mRNA	last	Thermococcus_sp_TPV	50	24.285714285714285
CJOMCJEF_02177_gene_mRNA	last	GCA_900198835@Thermococcus_henrietii_EXT12c	99	31.428571428571427
CJOMCJEF_02177_gene_mRNA	last	Thermococcus_sp_unknown	50	31.428571428571427
CJOMCJEF_02177_gene_mRNA	last	Thermococcus_AMTc51	99	31.428571428571427
CJOMCJEF_02177_gene_mRNA	last	Thermococcus_sp_EXT09c	99	30.0
CJOMCJEF_02177_gene_mRNA	last	Thermococcus_EXT11c	99	30.0
CJOMCJEF_02177_gene_mRNA	last	Thermococcus_AMTc85	99	31.428571428571427
CJOMCJEF_02177_gene_mRNA	last	Thermococcus_AMTc30	99	31.428571428571427
CJOMCJEF_02177_gene_mRNA	before_last	Thermococcus_sp_26_2	66	62.857142857142854
CJOMCJEF_02177_gene_mRNA	before_last	Thermococcus_sp_AMTc102	64	61.42857142857143
CJOMCJEF_02177_gene_mRNA	before_last	Thermococcus_sp_AMTc09	64	61.42857142857143
